duration,protocol_type,service,wrong_fragment,num_failed_logins,logged_in,num_compromised,root_shell,num_root,num_file_creations,su_attempted,num_shells,is_guest_login,srv_count,srv_serror_rate,srv_rerror_rate,diff_srv_rate,srv_diff_host_rate,dst_host_srv_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels,dificulty
0,tcp,http,0,0,1,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.27,6,0.0,0.33,0.33,0.33,0.0,0.17,normal,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,255,0.0,0.5,0.01,0.0,0.0,0.0,normal,21
0,tcp,Z39_50,0,0,0,0,0,0,0,0,0,0,14,1.0,0.0,0.06,0.0,3,0.07,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,253,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,129,0.02,0.51,0.0,0.01,0.0,0.0,normal,20
0,tcp,iso_tsap,0,0,0,0,0,0,0,0,0,0,17,1.0,0.0,0.06,0.0,17,0.06,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,207,0.02,0.01,0.01,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.01,0.0,0.0,normal,21
0,tcp,ftp_data,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.24,0.0,49,0.05,0.01,0.0,1.0,0.0,0.0,neptune,18
0,tcp,private,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.07,0.0,12,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,telnet,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.13,0.0,44,0.05,0.01,0.0,1.0,0.0,0.0,neptune,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.36,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,8,0.04,0.06,0.0,0.0,0.0,0.0,normal,21
1,tcp,smtp,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,168,0.19,0.01,0.01,0.01,0.0,0.0,normal,21
0,tcp,iso_tsap,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.06,0.0,12,0.07,0.0,0.0,1.0,0.0,0.0,neptune,19
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,299,0.0,0.0,0.0,0.0,254,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
0,tcp,klogin,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.75,0.0,2,0.08,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,imap4,0,0,0,0,0,0,0,0,0,0,9,1.0,0.0,0.06,0.0,9,0.07,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,16,0.06,0.0,0.0,0.19,255,0.0,0.01,0.01,0.0,0.01,0.0,normal,21
0,tcp,telnet,0,0,0,0,0,0,0,0,0,0,19,1.0,0.0,0.0,0.0,61,0.02,0.01,0.0,0.97,0.0,0.0,neptune,18
0,tcp,rje,0,0,0,0,0,0,0,0,0,0,4,0.0,1.0,0.07,0.0,4,0.08,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,255,0.0,0.03,0.04,0.01,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.33,255,0.0,0.25,0.02,0.0,0.0,0.0,normal,21
0,tcp,ldap,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.07,0.0,3,0.06,0.0,0.0,1.0,0.0,0.0,neptune,18
3,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.67,43,0.03,0.22,0.05,0.0,0.0,0.0,normal,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,19,0.0,0.0,0.0,0.11,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
0,udp,other,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.35,0.0,1,0.27,0.79,0.0,0.0,0.18,0.0,satan,20
0,icmp,ecr_i,0,0,0,0,0,0,0,0,0,0,511,0.0,0.0,0.0,0.0,120,0.01,0.47,0.0,0.0,0.0,0.0,smurf,19
0,tcp,private,0,0,0,0,0,0,0,0,0,0,13,1.0,0.0,0.06,0.0,13,0.05,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,14,0.0,1.0,0.07,0.0,4,0.06,0.0,0.0,0.0,1.0,1.0,neptune,20
0,tcp,Z39_50,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.07,0.0,3,0.07,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,138,0.12,0.02,0.01,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,225,0.02,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.25,255,0.0,0.12,0.05,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.19,255,0.0,0.01,0.05,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.07,0.0,8,0.05,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,16,1.0,0.0,0.05,0.0,16,0.05,0.0,0.0,1.0,0.0,0.0,neptune,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,145,0.0,0.0,0.0,0.01,254,0.01,0.0,0.0,0.0,0.0,0.0,normal,20
0,tcp,private,0,0,0,0,0,0,0,0,0,0,16,0.0,1.0,0.06,0.0,16,0.07,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,http_443,0,0,0,0,0,0,0,0,0,0,19,1.0,0.0,0.05,0.0,7,0.06,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,139,0.17,0.06,0.01,0.01,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,255,0.0,0.04,0.02,0.0,0.0,0.0,normal,21
5,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,26,0.07,0.0,0.0,0.0,0.01,0.0,normal,17
0,tcp,http_443,0,0,0,0,0,0,0,0,0,0,14,1.0,0.0,0.05,0.0,20,0.06,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.07,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,supdup,0,0,0,0,0,0,0,0,0,0,13,0.0,1.0,0.06,0.0,8,0.07,0.0,0.0,0.0,1.0,1.0,neptune,18
0,tcp,hostnames,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.06,0.0,2,0.07,0.0,0.0,0.0,1.0,1.0,neptune,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.19,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,147,0.07,0.01,0.01,0.01,0.0,0.0,normal,17
0,tcp,private,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.08,0.0,16,0.08,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,255,0.0,0.04,0.06,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,10,0.0,1.0,0.06,0.0,10,0.05,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,7,0.66,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.27,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,other,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.9,1.0,satan,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,35,0.0,0.0,0.0,0.06,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.12,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
2,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,2,0.5,0.0,0.0,0.0,61,0.02,0.07,0.0,0.66,0.0,0.0,normal,11
0,tcp,http,0,0,1,0,0,0,0,0,0,0,7,0.0,0.29,0.0,0.29,255,0.0,0.0,0.0,0.0,0.04,0.04,back,10
0,udp,private,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,229,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
1,tcp,private,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.5,0.0,2,0.06,0.1,0.0,0.0,0.36,1.0,portsweep,18
0,tcp,auth,0,0,0,0,0,0,0,0,0,0,20,0.0,1.0,0.06,0.0,20,0.07,0.0,0.0,0.0,1.0,1.0,neptune,18
0,tcp,http,0,0,0,0,0,0,0,0,0,0,3,0.33,0.0,0.0,0.67,255,0.0,1.0,0.05,0.01,0.0,0.0,normal,18
0,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,23,0.0,1.0,0.13,0.0,0.0,0.0,warezclient,12
0,tcp,http,0,0,1,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.25,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,vmnet,0,0,0,0,0,0,0,0,0,0,12,1.0,0.0,0.06,0.0,12,0.07,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,44,0.06,0.02,0.0,0.0,0.0,0.0,normal,21
31,tcp,ftp,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,42,0.04,0.01,0.0,0.0,0.01,0.02,normal,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.12,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,telnet,0,0,0,0,0,0,0,0,0,0,10,1.0,0.0,0.07,0.0,10,0.07,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,hostnames,0,0,0,0,0,0,0,0,0,0,7,0.0,1.0,0.07,0.0,7,0.09,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,107,0.04,0.01,0.0,0.01,0.0,0.0,normal,21
0,tcp,Z39_50,0,0,0,0,0,0,0,0,0,0,11,0.0,1.0,0.07,0.0,11,0.08,0.0,0.0,0.0,1.0,1.0,neptune,18
1,tcp,smtp,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,125,0.39,0.01,0.02,0.0,0.31,0.0,satan,0
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,13,0.05,0.01,0.0,0.0,0.0,0.0,normal,21
0,tcp,efs,0,0,0,0,0,0,0,0,0,0,18,1.0,0.0,0.06,0.0,4,0.07,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,IRC,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,6,0.04,0.02,0.0,0.67,0.0,0.0,normal,14
0,tcp,printer,0,0,0,0,0,0,0,0,0,0,5,1.0,0.0,0.33,0.0,5,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.05,0.01,0.0,0.0,0.0,normal,21
3,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,102,0.03,0.01,0.02,0.01,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,5,0.4,0.0,0.0,0.6,255,0.0,0.01,0.03,0.0,0.0,0.0,normal,20
0,tcp,exec,0,0,0,0,0,0,0,0,0,0,25,1.0,0.0,0.05,0.0,25,0.05,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
0,tcp,Z39_50,0,0,0,0,0,0,0,0,0,0,8,0.0,1.0,0.07,0.0,8,0.07,0.0,0.0,0.0,1.0,1.0,neptune,20
0,tcp,name,0,0,0,0,0,0,0,0,0,0,9,1.0,0.0,0.06,0.0,9,0.07,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,108,0.0,0.0,0.0,0.03,241,0.01,0.0,0.0,0.0,0.0,0.0,normal,20
0,udp,other,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.67,0.0,1,0.27,0.55,0.0,0.0,0.0,0.0,normal,20
0,tcp,private,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.07,0.0,2,0.26,0.04,0.0,1.0,0.04,0.0,neptune,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,26,0.0,1.0,0.08,0.0,0.0,0.0,normal,21
6,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,86,0.06,0.01,0.02,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.17,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,daytime,0,0,0,0,0,0,0,0,0,0,11,1.0,0.0,0.05,0.0,11,0.07,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,ftp_data,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.5,0.0,61,0.02,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.13,255,0.0,0.01,0.01,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,20,1.0,0.0,0.06,0.0,1,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,ctf,0,0,0,0,0,0,0,0,0,0,15,0.0,1.0,0.06,0.0,15,0.07,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.11,0.0,21,0.07,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,ftp_data,0,0,1,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,80,0.07,0.87,0.03,0.0,0.0,0.0,normal,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.02,0.04,0.0,0.0,0.0,normal,21
0,tcp,mtp,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.06,0.0,8,0.07,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,iso_tsap,0,0,0,0,0,0,0,0,0,0,10,0.0,1.0,0.07,0.0,10,0.07,0.0,0.0,0.0,1.0,1.0,neptune,19
0,tcp,http,0,0,1,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,132,0.0,0.01,0.0,0.0,0.02,0.02,back,11
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,301,0.0,0.0,0.0,0.01,110,0.02,0.01,0.0,0.0,0.0,0.0,normal,18
0,tcp,http,0,0,0,0,0,0,0,0,0,0,7,1.0,0.0,0.14,0.0,67,0.02,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,private,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.07,0.0,4,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.08,251,0.0,0.02,0.04,0.0,0.0,0.0,normal,21
12705,udp,other,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,0.77,1.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,6,0.0,1.0,0.07,0.0,6,0.08,0.01,0.0,0.0,1.0,1.0,neptune,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,1.0,0.02,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.06,0.0,3,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,udp,private,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,41,0.06,0.02,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,17,1.0,0.0,0.06,0.0,15,0.08,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,daytime,0,0,0,0,0,0,0,0,0,0,18,1.0,0.0,0.07,0.0,18,0.07,0.0,0.0,1.0,0.0,0.0,neptune,18
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,147,0.0,0.0,0.0,0.0,224,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
0,tcp,private,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.06,0.0,4,0.09,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.02,0.02,normal,21
0,icmp,ecr_i,0,0,0,0,0,0,0,0,0,0,510,0.0,0.0,0.0,0.0,86,0.04,0.34,0.0,0.0,0.02,0.0,smurf,19
0,tcp,private,0,0,0,0,0,0,0,0,0,0,15,1.0,0.0,0.06,0.0,6,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,klogin,0,0,0,0,0,0,0,0,0,0,12,1.0,0.0,0.05,0.0,12,0.05,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,255,0.0,0.02,0.05,0.0,0.02,0.01,normal,21
0,icmp,ecr_i,0,0,0,0,0,0,0,0,0,0,229,0.0,0.0,0.0,0.0,229,0.01,0.9,0.0,0.0,0.0,0.0,smurf,17
0,tcp,http,0,0,1,0,0,0,0,0,0,0,110,0.0,0.0,0.0,0.12,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,time,0,0,0,0,0,0,0,0,0,0,5,1.0,0.0,0.06,0.0,5,0.05,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,7,1.0,0.0,0.06,0.0,14,0.06,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,ftp_data,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,59,0.05,0.22,0.03,0.0,0.01,0.0,normal,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.2,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
2,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.67,89,0.06,0.18,0.02,0.0,0.0,0.0,normal,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.13,255,0.0,0.01,0.01,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,255,0.0,0.06,0.09,0.0,0.0,0.0,normal,21
0,tcp,whois,0,0,0,0,0,0,0,0,0,0,6,1.0,0.0,0.05,0.0,6,0.05,0.0,0.0,1.0,0.0,0.0,neptune,20
3995,tcp,X11,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,8,0.07,0.02,0.0,0.0,0.0,0.0,normal,19
0,tcp,vmnet,0,0,0,0,0,0,0,0,0,0,11,1.0,0.0,0.15,0.0,11,0.08,0.0,0.0,1.0,0.0,0.0,neptune,18
0,udp,other,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6,0.0,1,0.09,0.12,0.0,0.0,0.0,0.0,normal,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,255,0.0,0.09,0.05,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,16,0.0,1.0,0.07,0.0,16,0.07,0.0,0.0,0.0,1.0,1.0,neptune,21
37912,tcp,private,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,2,0.5,1.0,0.0,0.0,1.0,1.0,portsweep,15
0,tcp,courier,0,0,0,0,0,0,0,0,0,0,6,1.0,0.0,0.05,0.0,6,0.05,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,sunrpc,0,0,0,0,0,0,0,0,0,0,24,1.0,0.0,0.06,0.0,24,0.06,0.0,0.0,1.0,0.0,0.0,neptune,18
29,tcp,ftp,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,36,0.08,0.0,0.0,0.0,0.0,0.0,normal,20
0,tcp,private,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.07,0.0,9,0.06,0.0,0.0,1.0,0.0,0.0,neptune,21
0,udp,private,3,0,0,0,0,0,0,0,0,0,69,0.0,0.0,0.0,0.0,169,0.34,0.66,0.0,0.0,0.25,0.0,teardrop,15
0,tcp,http,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,255,0.0,0.02,0.01,0.0,0.0,0.0,normal,21
0,udp,private,3,0,0,0,0,0,0,0,0,0,66,0.0,0.0,0.04,0.0,66,0.75,0.26,0.0,0.0,0.65,0.0,teardrop,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,210,0.0,0.07,0.09,0.0,0.0,0.0,normal,21
0,tcp,ldap,0,0,0,0,0,0,0,0,0,0,22,1.0,0.0,0.05,0.0,22,0.05,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,private,0,0,0,0,0,0,0,0,0,0,6,1.0,0.0,0.05,0.0,6,0.2,0.07,0.0,1.0,0.0,0.0,neptune,18
0,icmp,eco_i,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,1.0,0.25,0.0,0.0,0.0,ipsweep,18
0,tcp,private,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.07,0.0,2,0.1,0.01,0.0,1.0,0.0,0.0,neptune,18
0,tcp,whois,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.06,0.0,4,0.07,0.0,0.0,1.0,0.0,0.0,neptune,19
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,290,0.0,0.0,0.0,0.0,249,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.02,0.05,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,255,0.0,0.5,0.16,0.0,1.0,0.89,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,10,1.0,0.0,0.06,0.0,4,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.01,0.03,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,175,0.03,0.0,0.0,0.0,0.88,1.0,normal,21
0,tcp,ssh,0,0,0,0,0,0,0,0,0,0,5,1.0,0.0,0.06,0.0,1,0.08,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,private,0,0,0,0,0,0,0,0,0,0,20,1.0,0.0,0.06,0.0,2,0.08,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,19,0.0,0.0,0.0,0.11,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,6,0.0,1.0,0.07,0.0,6,0.06,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,ldap,0,0,0,0,0,0,0,0,0,0,16,1.0,0.0,0.06,0.0,16,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,214,0.0,0.0,0.0,0.01,255,0.0,0.01,0.0,0.0,0.0,0.0,normal,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,255,0.0,0.08,0.03,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,255,0.0,0.02,0.02,0.0,0.0,0.0,normal,21
0,icmp,ecr_i,0,0,0,0,0,0,0,0,0,0,510,0.0,0.0,0.0,0.0,46,0.18,0.18,0.0,0.0,0.0,0.0,smurf,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.07,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,255,0.0,0.01,0.05,0.01,0.01,0.01,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,255,0.0,0.01,0.04,0.0,0.0,0.0,normal,21
0,icmp,eco_i,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,23,0.0,1.0,0.52,0.0,0.0,0.0,ipsweep,16
